id,cuisine
9142,moroccan
35481,korean
36956,indian
16219,italian
34659,greek
13483,italian
21480,mexican
41514,italian
42887,spanish
42395,filipino
9673,southern_us
33138,italian
13677,chinese
13059,indian
27379,mexican
30856,mexican
22566,mexican
18919,japanese
24462,french
43698,southern_us
41602,indian
23422,italian
16444,indian
2513,indian
5299,french
36787,mexican
5078,italian
6641,korean
45714,thai
18412,italian
47467,indian
23118,russian
48226,french
12358,korean
39905,chinese
32996,japanese
42432,southern_us
43228,italian
39033,italian
34012,moroccan
28913,british
42588,mexican
14309,chinese
1966,mexican
33644,thai
39173,indian
48096,korean
28336,mexican
22610,moroccan
38260,italian
17699,thai
48711,russian
30430,french
33764,indian
2038,italian
12652,chinese
8782,chinese
46069,spanish
25129,brazilian
729,french
4173,british
16195,mexican
12164,indian
15588,chinese
38830,southern_us
12940,chinese
16506,indian
10910,indian
39925,thai
44414,italian
23032,mexican
37316,mexican
3216,british
41652,indian
9004,greek
37452,korean
41446,italian
35885,korean
40069,italian
38195,southern_us
6823,italian
1567,indian
5317,vietnamese
19974,spanish
42246,southern_us
2385,italian
49689,italian
950,southern_us
21325,cajun_creole
22335,indian
7121,mexican
42401,mexican
45556,moroccan
45898,italian
31616,italian
10707,greek
16430,italian
10769,thai
13699,cajun_creole
29116,southern_us
16522,russian
45621,french
39772,thai
8531,chinese
1094,italian
81,italian
24457,mexican
3227,italian
47961,korean
37768,southern_us
32523,southern_us
27100,southern_us
21216,irish
10357,irish
45608,vietnamese
475,japanese
7385,japanese
9400,irish
8451,cajun_creole
6051,italian
14668,mexican
29838,southern_us
40796,mexican
32793,indian
26126,chinese
21364,indian
16328,thai
37629,chinese
32455,mexican
3327,italian
44619,cajun_creole
18864,french
37422,british
40355,chinese
20067,french
47958,french
27717,chinese
3692,greek
49632,mexican
45083,thai
41827,italian
48337,moroccan
30663,italian
40154,italian
40258,moroccan
27878,cajun_creole
20809,thai
22111,chinese
25358,italian
7658,southern_us
3770,cajun_creole
40536,southern_us
17549,thai
12473,thai
34383,mexican
48433,mexican
15779,chinese
38029,mexican
29541,mexican
15051,indian
19730,french
2451,thai
5246,thai
10318,southern_us
20930,mexican
10586,british
8140,mexican
12526,chinese
26769,mexican
16978,moroccan
42621,italian
31317,italian
30095,southern_us
25316,italian
1930,italian
30974,italian
11950,greek
18804,vietnamese
16884,mexican
2213,italian
17864,chinese
14168,japanese
35111,chinese
6322,mexican
30184,italian
39725,british
33339,mexican
2250,japanese
26948,indian
20285,japanese
34768,mexican
36235,filipino
45195,mexican
29244,indian
1718,italian
21503,british
22006,southern_us
19703,french
8319,spanish
36378,southern_us
2375,chinese
14327,irish
25812,greek
2697,filipino
45244,italian
8674,thai
11032,mexican
47557,mexican
49238,british
28984,mexican
6961,southern_us
44502,mexican
38547,greek
31526,italian
48694,filipino
20377,greek
1587,italian
6711,italian
15686,moroccan
43130,italian
30550,mexican
30035,italian
4821,indian
20686,chinese
14398,korean
46095,mexican
18098,mexican
30878,thai
2742,italian
34114,japanese
47759,italian
28347,italian
16930,southern_us
48203,spanish
12068,indian
364,italian
45339,mexican
17145,thai
47492,italian
550,brazilian
30371,indian
43157,italian
9068,mexican
36858,italian
27694,chinese
18184,southern_us
39805,cajun_creole
567,thai
37496,mexican
10320,filipino
44408,italian
8007,mexican
45507,indian
1015,indian
30868,italian
26108,mexican
25793,mexican
13286,italian
9094,greek
47632,chinese
36519,indian
39067,mexican
32155,thai
30292,chinese
30737,greek
8514,russian
44800,southern_us
34284,chinese
30808,indian
7724,italian
17695,japanese
4403,mexican
16462,mexican
16159,french
33054,chinese
14076,italian
22916,italian
22572,southern_us
18721,french
15275,moroccan
11491,mexican
26953,italian
17765,mexican
40566,mexican
35521,french
18275,thai
6712,mexican
9955,french
20289,chinese
10869,southern_us
38971,southern_us
33184,cajun_creole
5421,indian
1254,italian
2333,chinese
32748,french
37127,southern_us
7107,southern_us
4509,cajun_creole
48028,southern_us
14430,southern_us
15845,chinese
39092,southern_us
12707,southern_us
10463,italian
11895,mexican
23369,cajun_creole
28309,italian
18906,italian
45712,chinese
8590,indian
18126,italian
36970,indian
3620,mexican
25308,korean
12659,thai
8346,greek
12862,thai
48817,mexican
46263,italian
34587,cajun_creole
421,korean
42844,italian
44696,chinese
1167,italian
49340,italian
35940,southern_us
18863,japanese
23986,cajun_creole
38436,indian
27739,mexican
31017,russian
37286,chinese
17691,italian
667,indian
20167,southern_us
4667,mexican
10815,chinese
20491,japanese
6910,mexican
20574,filipino
1762,moroccan
39518,moroccan
33053,italian
35663,indian
40096,southern_us
6015,mexican
3062,indian
16257,greek
10814,indian
41974,southern_us
15306,moroccan
4577,southern_us
48044,british
28750,mexican
44694,italian
33383,southern_us
10137,indian
23575,french
25859,japanese
33662,chinese
139,chinese
46542,chinese
14816,chinese
14376,mexican
19630,filipino
15623,thai
15350,french
8180,french
29417,mexican
5397,moroccan
41001,mexican
7306,irish
43860,mexican
41746,french
41315,irish
5038,chinese
27758,italian
45876,italian
27807,greek
20305,chinese
17223,vietnamese
27351,italian
44179,japanese
3158,thai
47268,indian
46054,jamaican
40685,jamaican
15778,jamaican
11019,vietnamese
31791,filipino
24813,italian
26232,thai
32143,mexican
41075,brazilian
1235,irish
20224,italian
4975,french
15418,italian
18709,southern_us
25247,chinese
19079,russian
48150,mexican
44486,italian
47676,brazilian
45862,italian
25546,chinese
45358,italian
39513,italian
29035,italian
32424,irish
11687,thai
48037,mexican
14694,italian
13408,italian
32964,southern_us
2563,chinese
16510,moroccan
379,mexican
41462,mexican
43532,chinese
8455,mexican
1565,mexican
38807,mexican
8906,french
30735,moroccan
43968,french
6822,thai
6547,southern_us
22701,mexican
28940,italian
36615,cajun_creole
25504,italian
42926,chinese
29643,italian
46833,southern_us
16144,mexican
29582,mexican
38158,italian
36013,cajun_creole
17058,southern_us
36903,italian
20238,thai
48101,mexican
45201,japanese
9154,mexican
3614,greek
1945,southern_us
21279,japanese
35237,russian
19879,southern_us
95,southern_us
14395,italian
37202,mexican
21598,japanese
30703,indian
14642,italian
29051,greek
13678,mexican
42696,indian
43679,thai
9470,italian
47977,indian
49576,mexican
22518,italian
38499,chinese
47228,korean
49373,japanese
47499,korean
8080,french
1465,mexican
8208,italian
4635,greek
43890,cajun_creole
23392,italian
26534,greek
22524,indian
25866,mexican
17191,french
36157,italian
22589,italian
36441,italian
16366,cajun_creole
24001,jamaican
3425,southern_us
21672,southern_us
14043,southern_us
23678,japanese
34612,french
8314,french
28057,thai
23644,french
11520,italian
22356,southern_us
7544,korean
24710,italian
8327,italian
7864,southern_us
14629,french
14794,southern_us
22569,greek
4177,mexican
12631,southern_us
20050,mexican
25655,cajun_creole
4826,italian
37985,russian
6449,italian
18327,indian
41086,moroccan
40758,indian
33570,greek
21313,italian
3982,chinese
15393,indian
960,mexican
14685,chinese
30091,italian
43898,mexican
35342,italian
46426,southern_us
39547,italian
47083,moroccan
15280,italian
30948,italian
20801,french
31640,korean
15191,italian
41243,italian
24796,mexican
44925,italian
28352,southern_us
5390,southern_us
48752,mexican
4952,indian
9836,mexican
40363,british
29774,french
15172,italian
22182,japanese
42375,italian
23753,british
28719,french
1882,british
40140,french
13735,southern_us
24380,mexican
35197,cajun_creole
22488,mexican
46346,italian
43189,italian
3867,southern_us
17468,indian
15065,cajun_creole
19779,mexican
25925,french
1942,italian
39466,cajun_creole
14461,spanish
26440,italian
36980,indian
12124,french
3408,italian
19113,french
34223,chinese
8925,chinese
2140,indian
13683,mexican
17488,filipino
39052,mexican
37664,indian
43593,mexican
26535,italian
42084,jamaican
2059,mexican
16317,indian
12037,chinese
38193,greek
44096,spanish
1732,french
11556,southern_us
41242,mexican
33380,mexican
21459,italian
30107,italian
22948,moroccan
44573,italian
32538,thai
21816,thai
47901,italian
14937,cajun_creole
8124,filipino
49407,french
4644,indian
44435,italian
35855,mexican
4584,greek
47471,spanish
44045,mexican
7668,indian
11388,irish
27482,mexican
16949,southern_us
36658,mexican
37368,cajun_creole
19560,french
26160,chinese
44385,thai
42615,japanese
26321,southern_us
1368,jamaican
11168,mexican
24977,southern_us
27720,italian
6196,chinese
28488,chinese
8583,irish
18869,mexican
3945,italian
3496,indian
41223,italian
44954,indian
18622,italian
5889,italian
7907,irish
28998,mexican
11850,irish
1707,thai
10456,italian
24000,mexican
5142,mexican
9145,italian
46519,mexican
58,spanish
18258,japanese
13350,japanese
28404,italian
48632,jamaican
39916,thai
33946,french
24031,italian
27603,mexican
19811,vietnamese
24474,vietnamese
90,southern_us
2267,british
17991,italian
14903,british
47748,chinese
11526,mexican
45831,spanish
26147,chinese
2219,indian
20519,indian
30889,brazilian
46736,mexican
35462,indian
21310,southern_us
23182,italian
1486,indian
34857,chinese
6522,mexican
413,irish
41610,southern_us
11694,italian
45680,mexican
3271,chinese
6602,indian
41444,thai
16220,moroccan
222,italian
43233,chinese
22057,russian
35603,italian
31194,italian
35763,southern_us
7122,italian
38447,italian
23368,mexican
36595,italian
37300,indian
4871,thai
18405,southern_us
14713,italian
119,italian
45885,italian
36926,southern_us
13230,chinese
35044,thai
34643,mexican
18594,mexican
20546,british
42077,greek
45376,cajun_creole
856,japanese
13025,chinese
16935,mexican
8126,japanese
120,french
9054,southern_us
14549,french
32613,british
33929,korean
12326,thai
4624,japanese
529,mexican
1986,mexican
3230,jamaican
36548,japanese
2409,italian
34889,italian
22709,italian
6850,greek
20627,mexican
11248,chinese
31888,southern_us
25811,italian
36362,cajun_creole
44251,cajun_creole
6412,mexican
27141,mexican
3113,southern_us
21578,southern_us
6768,japanese
14924,french
29800,southern_us
19343,thai
14337,southern_us
15137,thai
43556,chinese
47118,indian
24041,british
12544,mexican
3904,spanish
24863,mexican
28699,indian
4776,southern_us
6085,french
42529,japanese
31447,brazilian
2947,italian
3472,mexican
12841,indian
34475,mexican
38810,italian
24726,chinese
9380,mexican
13026,southern_us
32390,mexican
45155,southern_us
29515,italian
24781,japanese
6973,italian
27645,chinese
35658,indian
739,japanese
26653,southern_us
35082,greek
24679,italian
37004,thai
34371,southern_us
31731,italian
41570,cajun_creole
26390,italian
27577,british
10389,italian
37472,cajun_creole
44764,indian
44002,mexican
30424,chinese
44124,southern_us
15356,korean
24179,thai
6887,filipino
35816,italian
19874,french
20856,greek
46223,mexican
2873,spanish
16221,indian
30357,mexican
105,southern_us
13513,mexican
29584,thai
47245,jamaican
12260,thai
3081,italian
14346,southern_us
42995,italian
17653,russian
47435,italian
30130,jamaican
9371,italian
20614,russian
31813,vietnamese
38181,chinese
588,mexican
23349,indian
35912,cajun_creole
38624,mexican
24346,thai
10918,french
18641,brazilian
6854,indian
43957,cajun_creole
9659,french
11357,italian
7876,brazilian
21788,italian
38196,spanish
42723,korean
43368,italian
2346,mexican
38425,vietnamese
32795,mexican
9685,southern_us
36061,cajun_creole
40623,indian
18976,greek
48307,chinese
28959,brazilian
26105,italian
44039,italian
5014,chinese
42853,british
32810,spanish
46262,italian
40252,korean
12733,chinese
49464,mexican
42603,indian
25452,indian
8905,mexican
14611,greek
44368,southern_us
24357,mexican
3221,southern_us
42151,british
1995,italian
32807,mexican
46721,french
13625,indian
2225,cajun_creole
2170,southern_us
4037,japanese
13746,mexican
48720,italian
1240,chinese
41053,italian
38402,mexican
39780,french
20521,italian
31504,indian
25628,chinese
23797,chinese
35668,brazilian
49316,italian
41555,french
41286,mexican
45777,italian
3606,chinese
10094,indian
40577,mexican
42295,korean
11408,indian
46535,italian
3592,thai
47366,thai
5765,southern_us
22163,japanese
4521,french
15479,mexican
26696,thai
25470,cajun_creole
26356,italian
12672,chinese
25365,french
19920,irish
29175,moroccan
3371,chinese
27971,chinese
27474,italian
20891,japanese
7636,cajun_creole
18435,french
30806,japanese
20458,southern_us
23295,southern_us
7684,mexican
31185,cajun_creole
8875,italian
3326,italian
41317,brazilian
310,greek
45664,chinese
3803,moroccan
13847,italian
11902,italian
1964,italian
4339,indian
25650,italian
13742,italian
48969,italian
24980,chinese
27692,mexican
38688,korean
34023,mexican
35630,italian
14628,italian
2196,french
42903,mexican
4796,chinese
35920,moroccan
2230,chinese
19880,cajun_creole
42304,italian
20034,southern_us
44167,mexican
29913,mexican
48937,cajun_creole
49215,italian
22301,cajun_creole
1553,southern_us
15071,southern_us
6994,mexican
34067,mexican
39946,vietnamese
29617,french
34483,italian
6333,indian
31022,mexican
38098,southern_us
1277,italian
16789,chinese
42636,southern_us
26760,italian
34231,indian
32290,french
43070,chinese
14198,mexican
45382,indian
24678,spanish
36699,italian
17711,french
516,cajun_creole
32179,thai
22373,mexican
1364,italian
26106,cajun_creole
43937,cajun_creole
35202,mexican
24009,irish
2413,italian
13004,italian
39250,italian
17422,indian
21946,thai
25573,mexican
31386,mexican
31730,vietnamese
23194,cajun_creole
45878,jamaican
12842,mexican
48857,mexican
25375,chinese
3415,filipino
36721,moroccan
27103,mexican
16254,indian
13952,mexican
35150,indian
15564,moroccan
10872,italian
2275,french
4443,italian
44195,italian
36853,mexican
16125,indian
33642,italian
34968,french
47587,italian
5808,italian
103,southern_us
40066,french
36780,mexican
36152,mexican
20324,japanese
23470,southern_us
18241,greek
6169,southern_us
13975,french
2835,southern_us
31945,southern_us
34506,spanish
22739,italian
32042,japanese
27327,british
23661,cajun_creole
20204,mexican
2371,cajun_creole
22019,chinese
40817,jamaican
21003,mexican
20365,spanish
5171,italian
47441,chinese
47597,mexican
9465,italian
19394,greek
791,italian
2678,mexican
39915,vietnamese
38075,japanese
16179,chinese
4590,thai
39488,french
9721,chinese
47579,british
28323,japanese
42929,french
20487,southern_us
28593,moroccan
42431,french
34247,spanish
28729,cajun_creole
26684,french
29378,southern_us
38434,italian
34341,italian
37502,italian
29870,southern_us
9335,mexican
6755,japanese
6987,thai
7471,southern_us
45307,chinese
42104,greek
23559,indian
24592,southern_us
6819,indian
4813,greek
12083,japanese
20512,indian
33071,mexican
21985,italian
16359,chinese
30564,indian
6900,italian
2318,cajun_creole
39189,moroccan
46689,filipino
8669,irish
38797,greek
45472,italian
30600,chinese
45817,indian
32885,mexican
2722,french
29664,mexican
26727,cajun_creole
17855,chinese
42989,chinese
13433,thai
7594,korean
35990,chinese
24875,mexican
22662,cajun_creole
8949,indian
46019,cajun_creole
10353,italian
15458,spanish
11262,thai
49424,indian
2538,southern_us
2468,italian
31005,italian
24728,southern_us
11122,chinese
2416,italian
18781,italian
2656,thai
42002,southern_us
10169,french
40562,mexican
18774,greek
11330,thai
2698,italian
46901,mexican
32706,southern_us
11869,southern_us
45387,british
17150,indian
29556,thai
11009,british
34954,mexican
10569,chinese
49596,indian
35611,russian
8524,japanese
42568,thai
17750,chinese
40397,greek
2614,italian
2621,japanese
30633,indian
11659,cajun_creole
3769,mexican
37062,mexican
9323,mexican
41733,irish
1376,thai
3500,southern_us
41825,italian
4593,southern_us
36442,italian
26763,southern_us
19282,chinese
21006,french
40959,irish
22155,indian
45870,mexican
380,chinese
16660,mexican
12385,mexican
40768,spanish
47640,indian
44480,mexican
43151,mexican
32726,spanish
36096,french
32601,moroccan
22302,mexican
26564,italian
13342,filipino
21930,irish
34192,italian
9852,mexican
44966,italian
6587,italian
32023,italian
6907,italian
32154,mexican
38635,indian
16384,japanese
30834,indian
49376,indian
21369,cajun_creole
21267,mexican
18908,italian
34513,greek
6638,southern_us
28181,thai
24832,italian
43907,southern_us
33653,filipino
27312,cajun_creole
25999,french
12196,french
37535,southern_us
10662,italian
34437,chinese
19640,chinese
6146,mexican
39714,french
6195,italian
23682,southern_us
37773,brazilian
39342,french
33419,indian
37149,cajun_creole
34891,thai
24077,greek
47768,southern_us
20416,jamaican
21667,indian
12318,french
19129,cajun_creole
31882,korean
44466,french
14028,mexican
6368,italian
30847,chinese
32481,cajun_creole
31338,mexican
27659,italian
43649,french
42464,cajun_creole
44007,mexican
33475,italian
43572,mexican
47496,filipino
21697,mexican
30394,japanese
15224,southern_us
19059,southern_us
31247,french
32388,italian
24771,thai
18494,filipino
44457,french
48961,indian
28607,chinese
16598,jamaican
43662,italian
9251,moroccan
13024,french
22839,mexican
34807,mexican
18727,chinese
15260,thai
1493,italian
49123,korean
23631,mexican
26592,mexican
20020,southern_us
4757,thai
30658,french
24295,thai
44322,italian
8635,chinese
24895,mexican
17042,chinese
35112,irish
38743,italian
3396,thai
48166,chinese
833,mexican
35340,greek
1643,chinese
10190,italian
5574,italian
19006,italian
34411,italian
7073,chinese
40565,japanese
33410,mexican
20937,italian
28246,french
8419,greek
9409,southern_us
20718,italian
35702,indian
2107,mexican
35769,italian
32741,italian
27330,irish
40266,southern_us
44583,southern_us
38784,southern_us
19649,french
2411,indian
22465,mexican
44957,southern_us
1247,indian
2360,french
19457,mexican
19026,irish
41679,cajun_creole
21653,mexican
44384,italian
16392,southern_us
18539,southern_us
32362,italian
48674,italian
37932,italian
5365,mexican
900,spanish
18100,chinese
7817,indian
16020,italian
42020,italian
25427,greek
1416,filipino
23897,french
27944,filipino
22208,french
46260,indian
48286,mexican
32975,southern_us
8322,southern_us
39195,italian
19121,korean
23262,vietnamese
14171,mexican
13581,chinese
3003,chinese
38477,mexican
43303,southern_us
18231,chinese
38365,french
1947,mexican
8240,korean
36137,vietnamese
28905,chinese
14108,italian
1219,southern_us
45277,southern_us
14964,italian
23184,cajun_creole
21280,southern_us
44949,mexican
44175,italian
6818,italian
45225,southern_us
28610,spanish
15592,chinese
12228,italian
5967,italian
11691,italian
27731,french
32540,indian
20062,italian
40318,mexican
26649,mexican
27060,italian
106,japanese
33631,italian
20993,mexican
2197,french
26055,mexican
19572,southern_us
41403,mexican
16822,mexican
20609,spanish
30460,russian
19142,chinese
32304,mexican
16309,mexican
6687,british
41393,italian
23925,french
45676,indian
3300,italian
33381,italian
26477,moroccan
46975,cajun_creole
12722,southern_us
8330,chinese
44913,italian
47536,mexican
30228,southern_us
19316,mexican
33101,italian
16674,mexican
46650,italian
5756,chinese
2347,italian
24531,thai
43131,mexican
20525,italian
3665,southern_us
25326,mexican
37428,italian
27968,indian
47010,mexican
13725,cajun_creole
16429,japanese
45340,italian
5552,cajun_creole
6161,mexican
42463,italian
45679,mexican
9722,mexican
1180,italian
7793,italian
34932,indian
1919,southern_us
7027,mexican
47800,indian
35055,japanese
23521,southern_us
15918,indian
43222,thai
18196,italian
34864,cajun_creole
34443,mexican
14126,thai
30713,italian
1716,chinese
32781,mexican
45637,mexican
30027,italian
34895,mexican
41994,italian
23405,jamaican
31521,mexican
13665,southern_us
35837,southern_us
1710,french
45894,chinese
7554,indian
12500,british
21633,moroccan
11137,mexican
47795,spanish
4498,mexican
29002,italian
19960,greek
39987,italian
1456,mexican
13902,mexican
9740,southern_us
15022,filipino
43234,british
1360,southern_us
3199,italian
28100,mexican
38346,southern_us
12608,mexican
46610,italian
46282,british
37667,southern_us
30299,southern_us
19738,italian
1068,chinese
26250,moroccan
9320,cajun_creole
38174,mexican
41680,southern_us
33660,southern_us
36618,french
38515,italian
40176,italian
29398,indian
30804,italian
2625,indian
36312,thai
47053,brazilian
47779,italian
30005,mexican
48260,cajun_creole
13856,vietnamese
49477,japanese
30781,indian
34987,mexican
33202,southern_us
23536,french
27916,italian
45959,southern_us
22588,italian
23560,mexican
26833,italian
6746,italian
41714,italian
12301,chinese
27780,southern_us
10009,japanese
12740,italian
21514,jamaican
10728,vietnamese
3450,korean
30204,british
32574,french
48354,greek
8130,chinese
32870,irish
4947,filipino
39673,french
47148,french
27027,mexican
32045,italian
1990,british
42143,chinese
3082,korean
7781,italian
2180,moroccan
20680,vietnamese
47359,southern_us
32914,italian
4185,italian
162,chinese
39163,irish
15482,chinese
25708,mexican
40197,southern_us
46434,japanese
5735,filipino
27084,italian
15281,italian
22087,italian
12388,italian
39838,filipino
27599,japanese
1976,chinese
31755,indian
6696,spanish
32827,italian
27453,mexican
44404,italian
47050,southern_us
41127,mexican
16201,greek
449,mexican
39706,mexican
34249,greek
15246,french
43058,italian
15846,mexican
14817,russian
43650,italian
17664,french
44782,italian
40036,chinese
9939,indian
34759,italian
39781,southern_us
36277,indian
9160,brazilian
14930,spanish
42017,thai
17388,japanese
22688,french
2080,chinese
34548,italian
27670,italian
9450,mexican
22735,french
30951,indian
39554,cajun_creole
23458,french
10098,southern_us
9818,filipino
1359,indian
13956,filipino
37546,filipino
13491,korean
9373,italian
20556,jamaican
4923,italian
9248,italian
4002,irish
40655,mexican
49329,southern_us
13263,italian
29003,russian
19262,italian
2974,italian
28111,jamaican
13825,southern_us
21014,southern_us
47864,thai
7840,mexican
1116,mexican
20918,indian
11486,moroccan
2349,moroccan
30572,italian
43387,mexican
15894,mexican
9850,southern_us
48441,mexican
17201,italian
28875,mexican
1495,cajun_creole
15443,russian
47065,southern_us
22594,french
12444,thai
45433,italian
45355,thai
13732,italian
15141,mexican
4880,southern_us
6619,mexican
46494,indian
37373,italian
43385,italian
46586,french
33162,mexican
32120,korean
42854,italian
29687,korean
46074,italian
9120,italian
6708,jamaican
9482,chinese
24389,cajun_creole
18952,mexican
44119,cajun_creole
27663,korean
18600,southern_us
11124,italian
14537,italian
24358,southern_us
16064,brazilian
27550,mexican
32069,chinese
29859,cajun_creole
21862,indian
27404,french
38021,italian
3505,indian
32398,chinese
40141,southern_us
7326,mexican
25759,southern_us
29208,irish
48016,italian
16446,indian
45296,moroccan
29937,indian
45563,russian
37856,mexican
10211,indian
20467,mexican
6130,irish
43119,italian
46927,chinese
33198,irish
20005,mexican
28387,indian
25582,french
34496,chinese
1237,british
33452,chinese
33968,indian
45437,japanese
6779,french
12951,mexican
36542,italian
18626,italian
14848,indian
15390,mexican
30086,italian
40506,french
19023,cajun_creole
24154,thai
8193,mexican
7313,italian
42945,southern_us
13216,mexican
36971,italian
25277,italian
17430,italian
7456,cajun_creole
45719,mexican
19100,mexican
8605,italian
11647,cajun_creole
30165,cajun_creole
34753,thai
17472,mexican
48234,indian
26253,mexican
28115,japanese
21072,thai
17377,italian
30772,french
38353,italian
9745,chinese
28213,brazilian
501,irish
46677,russian
33848,mexican
41078,mexican
20095,indian
36976,chinese
41510,french
33201,thai
8532,mexican
22457,indian
42116,southern_us
42276,brazilian
3406,italian
41820,italian
43755,chinese
31536,mexican
42563,mexican
6679,filipino
36124,british
39713,italian
39889,italian
28020,mexican
7079,french
47483,italian
41060,chinese
40504,british
27580,indian
34293,spanish
47214,mexican
1252,indian
11182,vietnamese
38634,greek
31323,southern_us
38185,mexican
2788,french
46678,southern_us
48657,chinese
23686,mexican
28047,mexican
44956,italian
18974,cajun_creole
13752,italian
30383,thai
47249,mexican
10645,mexican
41993,italian
39774,irish
12369,indian
37176,vietnamese
47386,chinese
36545,french
24465,italian
35186,french
26193,french
16784,southern_us
4371,french
47873,italian
10593,southern_us
48161,italian
3839,italian
26736,brazilian
12732,southern_us
8326,southern_us
21721,korean
39908,french
26313,thai
15485,italian
12683,mexican
13685,filipino
14315,filipino
32112,moroccan
45328,italian
29098,indian
17898,mexican
7009,italian
6496,indian
44635,british
31768,southern_us
17757,italian
41723,italian
2772,french
32956,japanese
31358,mexican
24535,italian
24291,italian
37777,british
3994,japanese
10923,italian
21029,mexican
25841,greek
39457,italian
28957,southern_us
32962,southern_us
33668,mexican
9056,mexican
6890,southern_us
8895,mexican
41199,southern_us
8885,russian
8479,cajun_creole
31907,chinese
912,italian
35586,spanish
44406,thai
6122,indian
5298,chinese
21137,mexican
21648,italian
14300,moroccan
40752,spanish
34052,chinese
48086,mexican
34705,cajun_creole
8457,spanish
16694,southern_us
40241,italian
36248,mexican
17412,greek
19332,filipino
14912,italian
45639,indian
2173,italian
4346,french
35627,indian
6103,chinese
1333,italian
13073,chinese
25877,vietnamese
38725,italian
41872,thai
42301,moroccan
11931,french
14278,chinese
36408,french
44371,brazilian
4448,italian
44429,southern_us
4697,italian
32447,mexican
2106,cajun_creole
26645,spanish
40084,southern_us
19030,indian
7996,indian
27387,vietnamese
36962,japanese
33473,french
16583,filipino
6507,thai
21522,cajun_creole
22996,korean
19963,mexican
42264,italian
20796,jamaican
7487,irish
6117,southern_us
27420,chinese
45403,mexican
48386,mexican
351,southern_us
2807,italian
4490,japanese
5029,mexican
7472,indian
24302,cajun_creole
22142,mexican
42941,southern_us
27155,jamaican
31392,mexican
17615,moroccan
40741,mexican
17440,chinese
1726,japanese
26185,french
2914,japanese
15882,british
37862,vietnamese
31996,irish
44607,cajun_creole
48245,italian
14556,japanese
12028,japanese
49703,french
1602,chinese
21345,southern_us
27856,indian
636,french
10496,italian
49468,italian
898,japanese
10977,irish
2060,southern_us
43424,mexican
16318,southern_us
2806,cajun_creole
46820,irish
42643,southern_us
2939,indian
15943,british
8769,italian
12904,indian
28034,italian
13719,british
19283,indian
31700,japanese
21201,italian
24312,french
31661,italian
16686,southern_us
38371,southern_us
29734,mexican
19653,mexican
34871,korean
29583,southern_us
177,italian
6971,french
39149,moroccan
3574,vietnamese
18938,mexican
18491,japanese
38639,mexican
993,chinese
48131,chinese
42411,mexican
42064,greek
14690,indian
18070,thai
337,greek
8937,mexican
47084,italian
34930,indian
47288,italian
32912,southern_us
16128,italian
24133,british
13393,mexican
322,thai
29648,southern_us
12803,chinese
19907,chinese
22920,indian
6164,thai
3479,spanish
48023,southern_us
7873,greek
15841,french
1420,italian
1066,italian
48179,mexican
6214,italian
23534,southern_us
23859,southern_us
13062,mexican
4894,italian
18293,italian
36435,indian
4756,southern_us
6772,southern_us
37315,indian
18747,french
47488,french
30632,moroccan
10544,italian
12276,italian
2652,italian
47477,cajun_creole
15068,thai
9923,southern_us
21135,brazilian
44289,french
4620,southern_us
26281,italian
38938,british
42918,italian
47250,mexican
25346,italian
8280,japanese
49043,french
3234,southern_us
38172,british
40666,italian
40607,mexican
25040,greek
31918,indian
22327,italian
43235,mexican
25158,moroccan
15979,indian
48416,italian
866,thai
39160,italian
41877,moroccan
10091,greek
49344,italian
38100,southern_us
49127,spanish
19883,southern_us
8382,thai
46584,mexican
10116,italian
34134,mexican
29545,filipino
21799,southern_us
45808,thai
35508,southern_us
1946,cajun_creole
35464,british
6966,chinese
32153,southern_us
11343,italian
2091,indian
17652,moroccan
17284,indian
9046,chinese
11688,southern_us
2664,italian
21116,french
1236,italian
262,mexican
9388,filipino
18461,chinese
21531,japanese
14044,japanese
14464,southern_us
42862,southern_us
39551,vietnamese
24838,chinese
13162,indian
47733,italian
44476,italian
16037,brazilian
34009,chinese
7438,southern_us
34517,mexican
23305,mexican
10232,chinese
23892,southern_us
10449,italian
46243,italian
32138,southern_us
28952,mexican
47448,indian
18884,brazilian
19610,italian
28519,french
12912,italian
21760,japanese
29511,greek
11008,moroccan
33839,mexican
9646,indian
23967,southern_us
39589,vietnamese
7120,japanese
36216,italian
36890,southern_us
41542,indian
14971,mexican
36389,italian
21111,chinese
17291,french
31884,italian
40402,southern_us
27947,indian
36826,italian
2210,chinese
30694,southern_us
44700,mexican
6832,french
44914,italian
12679,thai
44191,thai
13500,italian
8086,southern_us
11074,italian
23327,southern_us
18568,southern_us
9954,french
5848,thai
7863,southern_us
42973,mexican
45257,southern_us
46777,mexican
9648,greek
43501,mexican
32137,southern_us
40152,mexican
27434,moroccan
34856,italian
33308,indian
18415,italian
33359,vietnamese
35011,filipino
9557,mexican
18417,french
5703,southern_us
18274,italian
49556,moroccan
4781,cajun_creole
15396,southern_us
15547,italian
35458,cajun_creole
38948,british
2374,italian
27009,italian
16100,mexican
36781,cajun_creole
776,spanish
34358,italian
37785,japanese
37222,japanese
17176,italian
44290,japanese
9631,italian
36388,indian
20161,cajun_creole
6724,japanese
37284,mexican
41288,indian
19423,brazilian
42742,italian
9772,jamaican
8136,indian
19589,french
30914,mexican
30638,indian
1310,british
28030,french
42968,southern_us
8214,mexican
29216,cajun_creole
28388,mexican
1858,mexican
20299,british
34257,italian
